Time (ms),A0 (I),A4-A5 (I),A2-A3 (V)
0,1.7903,-0.45254,-119
0.0105,1.7895,-0.4535,-120.97
0.021,1.7911,-0.47373,-120.78
0.0315,1.7919,-0.44421,-122.58
0.042,1.7905,-0.45849,-122.27
0.0525,1.7903,-0.48206,-121.92
0.063,1.7897,-0.42993,-122.15
0.0735,1.7903,-0.4604,-123.31
0.084,1.7899,-0.49158,-123.82
0.0945,1.7893,-0.44183,-122.95
0.105,1.7889,-0.48325,-123.57
0.1155,1.7895,-0.47064,-124.9
0.126,1.7893,-0.48111,-124.07
0.1365,1.7895,-0.48635,-124.3
0.147,1.7891,-0.4354,-126.27
0.1575,1.7887,-0.48349,-126.74
0.168,1.7891,-0.48778,-125.89
0.1785,1.7885,-0.44992,-126.8
0.189,1.7895,-0.4973,-128.09
0.1995,1.7881,-0.47444,-127.49
0.21,1.7879,-0.49563,-126.16
0.2205,1.7883,-0.48278,-129.29
0.231,1.7881,-0.45302,-130.61
0.2415,1.7881,-0.51491,-127.86
0.252,1.7887,-0.46825,-130.53
0.2625,1.7879,-0.47492,-129.06
0.273,1.7883,-0.5073,-129.06
0.2835,1.7881,-0.4673,-127.65
0.294,1.7887,-0.51206,-130.03
0.3045,1.7889,-0.45397,-131.52
0.315,1.7875,-0.51063,-130.26
0.3255,1.7877,-0.50587,-131.23
0.336,1.7879,-0.47016,-131.86
0.3465,1.7887,-0.52563,-132.85
0.357,1.7887,-0.48016,-133.26
0.3675,1.7879,-0.50682,-132.97
0.378,1.7881,-0.48325,-133.35
0.3885,1.7883,-0.49539,-133.18
0.399,1.7883,-0.53396,-133.06
0.4095,1.7883,-0.44469,-133.64
0.42,1.7883,-0.51634,-133.59
0.4305,1.7887,-0.48373,-133.68
0.441,1.7885,-0.4892,-132.93
0.4515,1.7883,-0.50777,-135.02
0.462,1.7891,-0.46397,-135.89
0.4725,1.7887,-0.54015,-134.4
0.483,1.7891,-0.45492,-134.88
0.4935,1.7891,-0.51515,-137.2
0.504,1.7889,-0.50468,-136.53
0.5145,1.7889,-0.49039,-135.27
0.525,1.7897,-0.52158,-138
0.5355,1.7893,-0.47206,-136.68
0.546,1.7891,-0.553,-137.26
0.5565,1.7903,-0.4704,-137.34
0.567,1.7895,-0.50015,-137.98
0.5775,1.7895,-0.52348,-138.15
0.588,1.7903,-0.47921,-137.24
0.5985,1.7903,-0.53777,-138.67
0.609,1.7901,-0.45445,-140.32
0.6195,1.7901,-0.54919,-138.65
0.63,1.7905,-0.48254,-138.67
0.6405,1.7905,-0.5142,-140.53
0.651,1.7905,-0.51896,-139.99
0.6615,1.7907,-0.4923,-138.87
0.672,1.7913,-0.55895,-140.18
0.6825,1.7919,-0.4535,-140.51
0.693,1.7921,-0.54919,-139.89
0.7035,1.7919,-0.48968,-139.89
0.714,1.7919,-0.50777,-142.15
0.7245,1.7919,-0.51015,-141.01
0.735,1.7919,-0.49492,-139.99
0.7455,1.7927,-0.548,-141.46
0.756,1.7929,-0.45778,-141.96
0.7665,1.7929,-0.55848,-142.12
0.777,1.7935,-0.48159,-141.3
0.7875,1.7935,-0.52801,-142.66
0.798,1.7937,-0.50372,-143.62
0.8085,1.7937,-0.49873,-142.79
0.819,1.7935,-0.54729,-141.79
0.8295,1.7943,-0.46111,-144.69
0.84,1.7947,-0.55324,-143.62
0.8505,1.7953,-0.48063,-142.66
0.861,1.7959,-0.55372,-144.44
0.8715,1.7951,-0.48754,-143.9
0.882,1.7959,-0.51253,-142.6
0.8925,1.7961,-0.55181,-143.68
0.903,1.7959,-0.46825,-144.77
0.9135,1.7963,-0.55824,-144.92
0.924,1.7971,-0.47468,-143.47
0.9345,1.7971,-0.56443,-144.67
0.945,1.7969,-0.47302,-145.11
0.9555,1.7975,-0.53467,-145.11
0.966,1.7984,-0.54039,-145.27
0.9765,1.7988,-0.49301,-145.73
0.987,1.7979,-0.55229,-146.24
0.9975,1.7992,-0.47397,-143.24
1.008,1.7994,-0.58538,-145.95
1.0185,1.7992,-0.47968,-147.69
1.029,1.8004,-0.55895,-146.89
1.0395,1.8004,-0.52158,-146.78
1.05,1.8022,-0.52325,-148.52
1.0605,1.8006,-0.53967,-148.96
1.071,1.8016,-0.48278,-147.67
1.0815,1.8022,-0.58704,-149.49
1.092,1.8026,-0.4573,-149.95
1.1025,1.8026,-0.58585,-149.27
1.113,1.803,-0.49087,-146.35
1.1235,1.8048,-0.57705,-149.37
1.134,1.8048,-0.4942,-150.57
1.1445,1.8048,-0.52063,-150.18
1.155,1.8052,-0.57467,-149.78
1.1655,1.8054,-0.49111,-152.08
1.176,1.8052,-0.57514,-152.19
1.1865,1.8062,-0.49087,-150.82
1.197,1.8072,-0.61347,-151.75
1.2075,1.807,-0.45921,-153.37
1.218,1.8076,-0.58062,-153.86
1.2285,1.8074,-0.49468,-152.41
1.239,1.8084,-0.56657,-153.01
1.2495,1.8084,-0.51848,-153.84
1.26,1.809,-0.52563,-153.51
1.2705,1.8094,-0.57371,-153.88
1.281,1.8096,-0.48444,-154.63
1.2915,1.8104,-0.58871,-155.25
1.302,1.8112,-0.48873,-154.55
1.3125,1.8112,-0.61323,-155.81
1.323,1.8114,-0.45635,-157.3
1.3335,1.8118,-0.59085,-156
1.344,1.8129,-0.47492,-155.23
1.3545,1.8129,-0.59204,-157.71
1.365,1.8139,-0.48492,-156.91
1.3755,1.8139,-0.543,-156.31
1.386,1.8141,-0.54467,-157.36
1.3965,1.8147,-0.51349,-158.23
1.407,1.8143,-0.55395,-157.22
1.4175,1.8161,-0.4992,-157.07
1.428,1.8165,-0.5968,-158.69
1.4385,1.8171,-0.45183,-158.46
1.449,1.8177,-0.60133,-159.29
1.4595,1.8177,-0.45802,-159.76
1.47,1.8181,-0.5968,-160.01
1.4805,1.8187,-0.46587,-158.11
1.491,1.8187,-0.58419,-158.46
1.5015,1.8193,-0.51349,-157.8
1.512,1.8199,-0.55205,-160.24
1.5225,1.8209,-0.53396,-160.01
1.533,1.8211,-0.51706,-159.45
1.5435,1.8221,-0.58157,-161.09
1.554,1.8219,-0.47754,-159.78
1.5645,1.8225,-0.58609,-158.69
1.575,1.8235,-0.46207,-160.12
1.5855,1.8233,-0.59561,-160.67
1.596,1.8241,-0.44969,-160.51
1.6065,1.8257,-0.59085,-159.43
1.617,1.8259,-0.4804,-161.79
1.6275,1.8257,-0.55634,-160.53
1.638,1.8264,-0.49968,-161.67
1.6485,1.8272,-0.55062,-160.59
1.659,1.8276,-0.54134,-162.35
1.6695,1.828,-0.49087,-161.67
1.68,1.8288,-0.56348,-160.32
1.6905,1.829,-0.48063,-161.92
1.701,1.8294,-0.58704,-163.39
1.7115,1.8306,-0.43874,-160.55
1.722,1.8306,-0.60204,-161.71
1.7325,1.8312,-0.46706,-160.84
1.743,1.8314,-0.56538,-162.99
1.7535,1.8322,-0.47111,-161.48
1.764,1.8346,-0.55086,-161.56
1.7745,1.8338,-0.52325,-163.03
1.785,1.834,-0.49444,-162.54
1.7955,1.8342,-0.54943,-161.42
1.806,1.8344,-0.48016,-164.32
1.8165,1.8354,-0.56633,-162.99
1.827,1.8362,-0.4523,-159.37
1.8375,1.837,-0.59966,-161.09
1.848,1.8372,-0.45754,-161.42
1.8585,1.8376,-0.56252,-162.99
1.869,1.8378,-0.4723,-162.99
1.8795,1.84,-0.553,-163.2
1.89,1.8394,-0.51682,-163.66
1.9005,1.8398,-0.49325,-161.25
1.911,1.8407,-0.56348,-162.43
1.9215,1.8411,-0.46492,-163.28
1.932,1.8423,-0.55991,-163.66
1.9425,1.8425,-0.44493,-163.45
1.953,1.8435,-0.57681,-161.5
1.9635,1.8437,-0.46849,-162.87
1.974,1.8441,-0.53443,-163.03
1.9845,1.8445,-0.49706,-164.32
1.995,1.8461,-0.51087,-163.92
2.0055,1.8457,-0.53991,-163.66
2.016,1.8467,-0.46111,-162.33
2.0265,1.8469,-0.56014,-163.1
2.037,1.8477,-0.4573,-163.86
2.0475,1.8481,-0.54681,-162.99
2.058,1.8493,-0.45754,-161.77
2.0685,1.8493,-0.55276,-162.99
2.079,1.8499,-0.50087,-163.68
2.0895,1.8505,-0.49373,-162.99
2.1,1.8511,-0.52682,-162.87
2.1105,1.8521,-0.47421,-164.98
2.121,1.8564,-0.55586,-163.61
2.1315,1.8564,-0.44897,-162.68
2.142,1.8564,-0.56752,-163.45
2.1525,1.8564,-0.48016,-164.75
2.163,1.8564,-0.53372,-162.99
2.1735,1.8564,-0.48587,-161.96
2.184,1.8568,-0.49111,-164.98
2.1945,1.8568,-0.53586,-163.45
2.205,1.8574,-0.43826,-163.2
2.2155,1.858,-0.56062,-162.35
2.226,1.8592,-0.4673,-164.32
2.2365,1.8594,-0.52872,-162.99
2.247,1.86,-0.46944,-163.32
2.2575,1.8606,-0.50611,-164.98
2.268,1.8612,-0.52658,-164.32
2.2785,1.8616,-0.45945,-164.21
2.289,1.8628,-0.54919,-163.18
2.2995,1.8628,-0.46849,-164.32
2.31,1.8634,-0.54396,-163.8
2.3205,1.8638,-0.46254,-163.66
2.331,1.8656,-0.51015,-164.32
2.3415,1.8654,-0.51206,-164.65
2.352,1.8662,-0.45064,-163.16
2.3625,1.8666,-0.53586,-162.85
2.373,1.8668,-0.4673,-162.74
2.3835,1.8678,-0.5392,-164.03
2.394,1.868,-0.46254,-163.74
2.4045,1.8693,-0.50896,-163.53
2.415,1.8693,-0.50991,-164.69
2.4255,1.8693,-0.46825,-163.37
2.436,1.8705,-0.5211,-162.43
2.4465,1.8715,-0.45992,-164.71
2.457,1.8721,-0.5392,-164.55
2.4675,1.8725,-0.45992,-163.24
2.478,1.8725,-0.50468,-162.99
2.4885,1.8741,-0.52253,-163.2
2.499,1.8745,-0.46659,-162.99
2.5095,1.8751,-0.5161,-163.32
2.52,1.8751,-0.44612,-164.4
2.5305,1.8757,-0.53491,-164.71
2.541,1.8767,-0.46373,-163.32
2.5515,1.8767,-0.48801,-162.5
2.562,1.8777,-0.50563,-164.65
2.5725,1.8783,-0.45945,-164.71
2.583,1.8783,-0.50658,-163.18
2.5935,1.8783,-0.43897,-162.93
2.604,1.8799,-0.53896,-164.34
2.6145,1.8803,-0.48373,-163.74
2.625,1.8809,-0.46492,-164.32
2.6355,1.8821,-0.52182,-162.08
2.646,1.8821,-0.4573,-163.9
2.6565,1.8823,-0.50682,-162.89
2.667,1.883,-0.44778,-164.98
2.6775,1.8834,-0.51372,-164.73
2.688,1.8842,-0.49682,-163.37
2.6985,1.8842,-0.45016,-164.32
2.709,1.8846,-0.50111,-164.65
2.7195,1.8862,-0.45873,-165.19
2.73,1.8866,-0.50468,-163.34
2.7405,1.887,-0.4623,-163.82
2.751,1.8876,-0.48135,-165.19
2.7615,1.8874,-0.50492,-163.99
2.772,1.8894,-0.44064,-161.75
2.7825,1.8894,-0.50634,-164.32
2.793,1.8902,-0.47468,-164.61
2.8035,1.8902,-0.48563,-163.34
2.814,1.8908,-0.47754,-164.48
2.8245,1.8912,-0.4485,-165.1
2.835,1.8924,-0.51777,-164.32
2.8455,1.8926,-0.45159,-163.14
2.856,1.8928,-0.48825,-163.66
2.8665,1.8934,-0.49373,-164.32
2.877,1.8934,-0.46683,-163.37
2.8875,1.8952,-0.49754,-163.16
2.898,1.8956,-0.43421,-165.64
2.9085,1.8954,-0.49563,-163.32
2.919,1.896,-0.47016,-163.66
2.9295,1.8969,-0.4404,-162.33
2.94,1.8975,-0.50087,-164.32
2.9505,1.8983,-0.45397,-163.16
2.961,1.8987,-0.49206,-161.63
2.9715,1.8995,-0.4573,-164.32
2.982,1.8997,-0.45992,-164.52
2.9925,1.8995,-0.49968,-162.99
3.003,1.9009,-0.42636,-163.92
3.0135,1.9017,-0.4823,-163.41
3.024,1.9015,-0.47849,-163.99
3.0345,1.9019,-0.45778,-163.66
3.045,1.9023,-0.47968,-162.6
3.0555,1.9031,-0.45207,-164.32
3.066,1.9055,-0.49777,-162.7
3.0765,1.9047,-0.45397,-162.74
3.087,1.9047,-0.42564,-163.47
3.0975,1.9051,-0.48658,-162.58
3.108,1.9059,-0.43731,-162.25
3.1185,1.9079,-0.46278,-162.37
3.129,1.9081,-0.47183,-161.87
3.1395,1.9083,-0.44469,-162.66
3.15,1.9083,-0.46778,-160.55
3.1605,1.9091,-0.4216,-163.01
3.171,1.9099,-0.44992,-162.99
3.1815,1.9099,-0.4654,-160.01
3.192,1.9112,-0.42945,-161.79
3.2025,1.9103,-0.46516,-161.5
3.213,1.9112,-0.45921,-161.05
3.2235,1.912,-0.44421,-159.76
3.234,1.9128,-0.46326,-161.69
3.2445,1.9126,-0.42755,-161.71
3.255,1.9136,-0.45683,-160.16
3.2655,1.9144,-0.44445,-160.18
3.276,1.9144,-0.42374,-161.17
3.2865,1.915,-0.48135,-159.12
3.297,1.9164,-0.44207,-159.06
3.3075,1.9164,-0.41231,-160.18
3.318,1.9166,-0.44921,-159.49
3.3285,1.9168,-0.42993,-159.04
3.339,1.9176,-0.43397,-158.42
3.3495,1.9184,-0.43945,-159.35
3.36,1.919,-0.42683,-158.15
3.3705,1.9192,-0.45445,-157.03
3.381,1.9192,-0.42207,-157.63
3.3915,1.9198,-0.40922,-158.11
3.402,1.9208,-0.45159,-156.82
3.4125,1.9208,-0.42207,-156.24
3.423,1.9208,-0.41398,-157.03
3.4335,1.922,-0.42469,-156.49
3.444,1.9218,-0.43136,-153.39
3.4545,1.9228,-0.42231,-155.87
3.465,1.9232,-0.41541,-156.53
3.4755,1.9236,-0.4185,-155.62
3.486,1.9242,-0.42517,-154.13
3.4965,1.924,-0.39969,-154.11
3.507,1.9248,-0.39327,-154.84
3.5175,1.9251,-0.42612,-154.17
3.528,1.9253,-0.43183,-152.85
3.5385,1.9248,-0.38755,-153.8
3.549,1.9263,-0.41398,-154.05
3.5595,1.9273,-0.41779,-151.63
3.57,1.9275,-0.37875,-151.36
3.5805,1.9281,-0.39827,-152.89
3.591,1.9279,-0.41303,-150.74
3.6015,1.9285,-0.38993,-149.6
3.612,1.9289,-0.39041,-150.32
3.6225,1.9293,-0.40565,-149.78
3.633,1.9299,-0.39089,-148.75
3.6435,1.9305,-0.38589,-148.27
3.654,1.9309,-0.37946,-149.52
3.6645,1.9311,-0.37684,-148.42
3.675,1.9315,-0.40255,-146.53
3.6855,1.9321,-0.37851,-146.27
3.696,1.9329,-0.37113,-146.89
3.7065,1.9325,-0.38589,-145.11
3.717,1.9317,-0.39184,-144.65
3.7275,1.9337,-0.38136,-145.98
3.738,1.9337,-0.36065,-145.11
3.7485,1.9341,-0.38208,-143.99
3.759,1.9343,-0.38398,-144.44
3.7695,1.9347,-0.35661,-143.39
3.78,1.9347,-0.37232,-142.17
3.7905,1.9353,-0.37398,-143.12
3.801,1.9359,-0.35804,-142.35
3.8115,1.9357,-0.35827,-141.13
3.822,1.9365,-0.37422,-139.85
3.8325,1.9369,-0.37089,-140.01
3.843,1.9369,-0.35565,-141.01
3.8535,1.9379,-0.35351,-139.47
3.864,1.9379,-0.36256,-138.09
3.8745,1.9379,-0.34804,-138.48
3.885,1.9383,-0.35565,-138.85
3.8955,1.9381,-0.35423,-137.18
3.906,1.9394,-0.37018,-136.68
3.9165,1.9396,-0.35185,-137.16
3.927,1.9402,-0.33923,-137.05
3.9375,1.9402,-0.35637,-133.55
3.948,1.9402,-0.3497,-135.83
3.9585,1.941,-0.3397,-135.11
3.969,1.9408,-0.34756,-134.73
3.9795,1.9418,-0.34923,-132.81
3.99,1.9418,-0.3359,-133.51
4.0005,1.9414,-0.32994,-133.68
4.011,1.9422,-0.34851,-132.73
4.0215,1.9428,-0.33709,-132.1
4.032,1.9428,-0.32185,-132.56
4.0425,1.9422,-0.33947,-132.52
4.053,1.943,-0.36113,-131.28
4.0635,1.9434,-0.33494,-130.7
4.074,1.9434,-0.31709,-131.19
4.0845,1.944,-0.33637,-128.44
4.095,1.944,-0.33375,-129.99
4.1055,1.9442,-0.32709,-129.87
4.116,1.9442,-0.31495,-127.76
4.1265,1.9446,-0.33328,-127.05
4.137,1.9454,-0.33447,-126.58
4.1475,1.9454,-0.31876,-126.56
4.158,1.9454,-0.31471,-125.98
4.1685,1.9456,-0.33304,-124.65
4.179,1.9466,-0.30638,-125.65
4.1895,1.9474,-0.29852,-125.56
4.2,1.9466,-0.304,-123.04
4.2105,1.9468,-0.32185,-124.4
4.221,1.9472,-0.30495,-123.64
4.2315,1.947,-0.31019,-123.68
4.242,1.9474,-0.3209,-121.44
4.2525,1.9474,-0.32304,-122.71
4.263,1.9474,-0.28495,-121.92
4.2735,1.9478,-0.29471,-120.72
4.284,1.9476,-0.31614,-120.68
4.2945,1.9484,-0.28376,-122.15
4.305,1.9486,-0.28495,-121.11
4.3155,1.9486,-0.304,-118.4
4.326,1.9486,-0.28757,-119.48
4.3365,1.9488,-0.28257,-120.76
4.347,1.949,-0.29138,-119.27
4.3575,1.9498,-0.30519,-117.14
4.368,1.9496,-0.28495,-118.36
4.3785,1.9494,-0.26591,-116.66
4.389,1.9494,-0.28519,-115.07
4.3995,1.9492,-0.28733,-115.71
4.41,1.9494,-0.26186,-115.65
4.4205,1.9502,-0.264,-115.46
4.431,1.9502,-0.28329,-113.64
4.4415,1.9504,-0.274,-113.16
4.452,1.95,-0.26591,-113.89
4.4625,1.9502,-0.26686,-112.27
4.473,1.951,-0.274,-113.12
4.4835,1.9506,-0.25805,-112.77
4.494,1.951,-0.24567,-112.56
4.5045,1.9502,-0.26091,-110.84
4.515,1.951,-0.26115,-110.41
4.5255,1.9514,-0.2502,-111.32
4.536,1.9512,-0.24377,-109.79
4.5465,1.9512,-0.26781,-110.08
4.557,1.951,-0.25543,-109.7
4.5675,1.9514,-0.24829,-109.48
4.578,1.9518,-0.24734,-106.52
4.5885,1.9516,-0.2452,-107.49
4.599,1.9518,-0.23948,-107.76
4.6095,1.9514,-0.23972,-106.7
4.62,1.9516,-0.24234,-105.89
4.6305,1.9516,-0.23972,-106.18
4.641,1.952,-0.22639,-106
4.6515,1.953,-0.2183,-103.62
4.662,1.9518,-0.23282,-104.78
4.6725,1.9522,-0.22996,-104.82
4.683,1.9518,-0.21068,-104.16
4.6935,1.953,-0.22353,-102.09
4.704,1.9522,-0.22996,-101.4
4.7145,1.9522,-0.21401,-101.94
4.725,1.9522,-0.2052,-100.66
4.7355,1.953,-0.21687,-100.35
4.746,1.9518,-0.21901,-101.22
4.7565,1.9524,-0.20378,-100.3
4.767,1.9522,-0.20282,-98.545
4.7775,1.9522,-0.20877,-99.29
4.788,1.9518,-0.19425,-99.166
4.7985,1.9524,-0.16973,-97.883
4.809,1.9522,-0.19449,-95.978
4.8195,1.953,-0.19901,-97.262
4.83,1.952,-0.18021,-96.723
4.8405,1.9516,-0.1714,-94.798
4.851,1.952,-0.18592,-93.866
4.8615,1.952,-0.18354,-95.957
4.872,1.9524,-0.15783,-94.55
4.8825,1.9516,-0.16616,-93.328
4.893,1.9518,-0.18378,-93.225
4.9035,1.9518,-0.15712,-93.266
4.914,1.9516,-0.15807,-90.575
4.9245,1.9522,-0.16973,-91.423
4.935,1.9522,-0.16116,-91.63
4.9455,1.9514,-0.14426,-91.113
4.956,1.9518,-0.14355,-90.699
4.9665,1.9514,-0.15616,-89.208
4.977,1.9516,-0.15069,-89.291
4.9875,1.9512,-0.13331,-88.504
4.998,1.9514,-0.13569,-87.552
5.0085,1.9514,-0.1514,-88.856
5.019,1.9508,-0.13379,-87.738
5.0295,1.9516,-0.12498,-85.399
5.04,1.951,-0.13617,-85.875
5.0505,1.9512,-0.13355,-86.144
5.061,1.9506,-0.11427,-84.943
5.0715,1.9502,-0.12165,-83.246
5.082,1.9506,-0.12117,-83.908
5.0925,1.9502,-0.11212,-83.618
5.103,1.9506,-0.098555,-82.376
5.1135,1.9502,-0.11331,-81.424
5.124,1.95,-0.11189,-81.279
5.1345,1.949,-0.097127,-81.548
5.145,1.95,-0.098317,-79.892
5.1555,1.95,-0.098555,-79.229
5.166,1.9496,-0.086414,-80.099
5.1765,1.9496,-0.083795,-79.354
5.187,1.9484,-0.077844,-77.697
5.1975,1.9486,-0.08451,-78.132
5.208,1.949,-0.075225,-77.076
5.2185,1.9488,-0.062609,-75.462
5.229,1.9488,-0.066655,-75.544
5.2395,1.9482,-0.070464,-76.476
5.25,1.9474,-0.048087,-74.965
5.2605,1.9482,-0.048087,-73.226
5.271,1.9472,-0.042612,-73.06
5.2815,1.9474,-0.010474,-73.867
5.292,1.947,0.011427,-71.756
5.3025,1.9468,-0.0023806,-71.984
5.313,1.9466,0.0019044,-71.218
5.3235,1.9466,0.00071417,-71.031
5.334,1.9466,0.013569,-69.251
5.3445,1.9466,-0.0083319,-68.857
5.355,1.9466,0.0030947,-69.251
5.3655,1.9456,0.026424,-69.623
5.376,1.9472,0.020949,-66.601
5.3865,1.9454,-0.0076178,-67.408
5.397,1.9446,0.0092842,-66.725
5.4075,1.9442,0.014997,-64.551
5.418,1.9442,0.0016664,-64.779
5.4285,1.9446,0.0023806,-64.8
5.439,1.9438,0.030233,-63.765
5.4495,1.9438,0.026186,-62.916
5.46,1.9434,0.00023806,-62.129
5.4705,1.9426,-0.0059514,-62.791
5.481,1.943,0.019282,-61.467
5.4915,1.9426,0.0047611,-60.059
5.502,1.9418,0.00095222,-61.011
5.5125,1.9422,0.019521,-59.852
5.523,1.9414,0.01833,-58.734
5.5335,1.9412,0.00857,-57.781
5.544,1.9412,0.0080939,-57.533
5.5545,1.941,0.026662,-56.663
5.565,1.9402,0.016902,-54.862
5.5755,1.9402,0.0092842,-56.726
5.586,1.9402,0.010951,-54.469
5.5965,1.9402,0.026662,-52.813
5.607,1.9392,0.0076178,-54.883
5.6175,1.9387,0.0026186,-52.689
5.628,1.9381,0.017616,-52.461
5.6385,1.9377,0.022377,-50.949
5.649,1.9375,-0.00071417,-51.281
5.6595,1.9375,0.0076178,-51.633
5.67,1.9369,0.022377,-49.293
5.6805,1.9365,0.018806,-48.362
5.691,1.9359,0.0057133,-49.045
5.7015,1.9357,0.0047611,-47.844
5.712,1.9361,0.019759,-46.395
5.7225,1.9353,0.0069036,-46.395
5.733,1.9347,0.00857,-46.685
5.7435,1.9337,0.030709,-45.67
5.754,1.9341,0.011665,-43.6
5.7645,1.9339,0.00047611,-44.511
5.775,1.9337,0.0040469,-43.497
5.7855,1.9337,0.019044,-42.027
5.796,1.9325,0.020949,-42.337
5.8065,1.9323,0.0080939,-41.592
5.817,1.9317,0.015474,-40.453
5.8275,1.9321,0.013569,-39.045
5.838,1.9315,0.0073797,-39.563
5.8485,1.9309,0.0026186,-39.542
5.859,1.9305,0.028805,-38.217
5.8695,1.9307,0.01714,-36.934
5.88,1.9297,0.0073797,-36.934
5.8905,1.9295,0.018092,-36.354
5.901,1.9291,0.012855,-34.574
5.9115,1.9289,0.017378,-35.195
5.922,1.9289,0.0014283,-34.946
5.9325,1.9283,0.010236,-32.793
5.943,1.9273,0.019997,-32.565
5.9535,1.9277,0.004285,-32.379
5.964,1.9265,0.0076178,-31.944
5.9745,1.9259,0.021901,-30.309
5.985,1.9255,0.016664,-29.895
5.9955,1.9257,-0.0078558,-30.309
6.006,1.9251,0.0014283,-29.336
6.0165,1.9242,0.021187,-27.41
6.027,1.9236,0.0095222,-27.555
6.0375,1.9232,-0.0057133,-27.721
6.048,1.9228,0.023329,-26.023
6.0585,1.9226,0.019521,-25.506
6.069,1.922,0.011189,-25.133
6.0795,1.9218,0.012379,-24.057
6.09,1.9212,0.023329,-22.193
6.1005,1.9208,0.013807,-22.711
6.111,1.9208,0.0016664,-22.897
6.1215,1.9208,0.016664,-21.676
6.132,1.9196,0.029995,-20.309
6.1425,1.9184,0.0035708,-21.117
6.153,1.9182,0.0083319,-19.875
6.1635,1.918,0.019044,-18.301
6.174,1.918,0.019044,-18.425
6.1845,1.917,0.0019044,-17.639
6.195,1.9164,0.0040469,-16.976
6.2055,1.9162,0.027614,-15.983
6.216,1.916,0.015236,-15.444
6.2265,1.9158,0.00071417,-15.32
6.237,1.9152,0.008808,-12.649
6.2475,1.9144,0.024044,-13.395
6.258,1.9134,0.0099983,-13.415
6.2685,1.9134,0.0021425,-13.229
6.279,1.913,0.020949,-10.517
6.2895,1.9124,0.015474,-10.227
6.3,1.9114,0.010236,-10.703
6.3105,1.9112,0.0090461,-9.6268
6.321,1.9105,0.029519,-7.8256
6.3315,1.9107,0.017616,-7.6393
6.342,1.9099,0.011665,-7.8463
6.3525,1.9095,0.014997,-5.6312
6.363,1.9085,0.013331,-6.0038
6.3735,1.9081,0.0076178,-5.3827
6.384,1.9079,0.0090461,-4.2234
6.3945,1.9079,0.039517,-2.5671
6.405,1.9079,0.024282,-3.8921
6.4155,1.9079,0.004523,-3.2917
6.426,1.9055,0.018092,-0.60038
6.4365,1.9055,0.019521,-0.7246
6.447,1.9047,0.0052372,-0.84881
6.4575,1.9041,0.0033328,-0.66249
6.468,1.9033,0.019997,1.1179
6.4785,1.9027,0.02571,2.8777
6.489,1.9025,0.0097603,1.4285
6.4995,1.9023,0.0080939,3.2917
6.51,1.9017,0.020949,4.182
6.5205,1.9009,0.019521,3.6437
6.531,1.8997,0.00095222,5.2999
6.5415,1.8995,0.010712,7.1218
6.552,1.8999,0.021663,6.687
6.5625,1.8985,0.00047611,6.335
6.573,1.8983,0.0014283,6.8733
6.5835,1.8971,0.019044,9.192
6.594,1.8969,0.024996,9.0264
6.6045,1.8966,0.013093,8.985
6.615,1.8966,0.016188,10.952
6.6255,1.8954,0.023329,11.014
6.636,1.895,0.016902,10.786
6.6465,1.8944,0.0057133,11.987
6.657,1.894,0.016426,12.732
6.6675,1.8938,0.023329,13.353
6.678,1.893,0.0083319,13.974
6.6885,1.892,0.01714,14.616
6.699,1.8918,0.024996,15.755
6.7095,1.8916,0.019044,16.086
6.72,1.8906,0.0054753,16.045
6.7305,1.8896,0.0092842,17.577
6.741,1.8892,0.029281,17.825
6.7515,1.889,0.0061894,17.659
6.762,1.8886,-0.00071417,18.695
6.7725,1.8886,0.019997,20.434
6.783,1.8868,0.023806,19.564
6.7935,1.887,0.00047611,19.668
6.804,1.886,0.0038089,22.09
6.8145,1.8858,0.0064275,22.007
6.825,1.8854,0.013807,22.504
6.8355,1.8846,0.0092842,21.862
6.846,1.8842,0.018806,24.471
6.8565,1.8838,0.025234,23.291
6.867,1.8825,0.0016664,23.684
6.8775,1.8821,0.00071417,25.361
6.888,1.8821,0.020949,26.375
6.8985,1.8811,0.018568,25.589
6.909,1.8809,0.011189,27.203
6.9195,1.8801,0.016664,27.493
6.93,1.8799,0.025234,27.825
6.9405,1.8793,0.0016664,28.383
6.951,1.8789,0.0011903,28.984
6.9615,1.8779,0.018568,30.619
6.972,1.8781,0.022853,29.232
6.9825,1.8773,0.011903,29.232
6.993,1.8765,0.0054753,31.51
7.0035,1.8761,0.019997,32.11
7.014,1.8757,0.0016664,32.338
7.0245,1.8745,0.0047611,32.4
7.035,1.8741,0.017854,34.201
7.0455,1.8735,0.01833,33.849
7.056,1.8729,0.011665,33.89
7.0665,1.8725,-0.00047611,35.195
7.077,1.8717,0.014759,36.002
7.0875,1.8709,0.029757,35.34
7.098,1.8705,0.0038089,36.602
7.1085,1.8697,0.0057133,38.756
7.119,1.8695,0.018092,38.466
7.1295,1.8693,0.0066655,38.217
7.14,1.868,0,38.673
7.1505,1.8672,0.0078558,40.432
7.161,1.867,0.023329,39.377
7.1715,1.8668,0.0076178,39.542
7.182,1.8668,0.0054753,42.482
7.1925,1.8656,0.012141,41.964
7.203,1.8644,0.010474,41.964
7.2135,1.864,0.0066655,42.731
7.224,1.8638,0.0095222,42.71
7.2345,1.8632,0.016188,43.828
7.245,1.8628,0.0064275,43.434
7.2555,1.862,0.0011903,44.739
7.266,1.8614,0.010712,46.229
